UserID,ItemID,overall,value,service,rooms,location,cleanliness,checkin,business
9,629,4,3,3,5,2,5,2,0
9,630,3,3,0,2,5,5,3,3
9,632,4,5,5,3,5,5,5,5
10,1,4,5,5,4,5,5,0,0
10,154,4,0,5,3,4,5,0,0
10,267,3,0,2,2,4,4,0,0
10,633,5,3,5,5,5,5,0,0
11,460,3,3,4,3,5,5,0,0
11,608,5,4,5,5,5,5,0,0
11,643,5,5,5,5,5,5,0,0
11,644,3,3,3,2,4,4,0,0
12,142,4,3,3,4,5,4,2,4
12,645,3,3,3,3,4,3,0,0
12,646,5,4,5,5,5,5,0,0
13,1,3,3,3,3,4,5,0,0
13,584,5,5,5,5,5,5,0,0
13,649,5,4,5,5,5,5,0,0
13,651,5,5,5,5,5,5,0,0
13,652,5,5,5,5,5,5,0,0
14,1,5,3,5,5,5,5,0,0
14,656,5,4,5,5,5,5,0,0
14,657,5,4,5,5,2,5,0,0
14,658,3,2,4,2,4,3,0,0
15,546,5,5,5,5,3,5,5,3
15,652,5,5,5,5,4,0,5,5
15,668,5,5,5,5,5,5,0,0
15,669,3,3,5,3,4,3,5,2
15,670,3,3,0,2,5,3,4,3
16,550,4,4,5,4,5,3,5,0
16,686,4,4,3,3,5,3,4,0
16,687,5,5,5,5,4,4,4,4
17,365,4,3,5,3,4,5,4,0
17,376,4,4,4,4,5,4,5,0
17,448,3,4,3,3,5,3,0,0
17,688,4,5,4,3,5,5,5,5
17,690,5,5,5,5,5,5,0,0
17,692,5,5,5,5,5,5,5,0
17,694,5,5,4,5,5,4,4,0
17,695,5,5,5,5,5,5,5,5
17,696,4,4,4,4,5,2,5,0
18,315,5,4,5,4,4,5,0,0
18,647,4,4,4,4,4,5,4,3
18,708,4,3,3,4,5,4,0,0
18,709,3,3,1,4,3,5,0,0
18,710,4,3,2,5,5,5,2,2
18,711,2,3,0,3,5,3,3,0
19,314,3,3,4,2,3,4,0,0
19,348,3,2,3,4,3,4,3,0
19,726,4,4,4,3,3,4,0,0
19,728,4,4,2,4,5,4,3,0
19,729,3,2,1,4,2,3,1,0
20,1,5,4,4,4,4,4,5,0
20,343,4,3,5,3,5,5,4,5
20,362,2,5,5,4,4,5,5,4
20,419,4,5,4,5,4,5,4,0
20,458,4,0,5,5,5,5,5,0
20,464,4,4,3,4,3,5,4,0
20,784,5,5,5,5,5,5,0,0
21,576,3,3,3,3,3,3,4,0
21,608,4,4,4,4,5,5,4,0
21,800,4,3,4,4,4,5,0,0
21,801,4,4,5,4,5,5,0,0
21,802,4,4,4,4,5,4,3,0
21,805,3,3,5,2,5,2,4,0
22,1,5,5,5,5,5,5,5,5
22,808,5,5,5,5,5,5,5,5
22,811,4,4,3,4,4,4,4,4
23,2,5,5,5,5,5,5,0,0
23,819,5,5,5,5,5,5,0,0
23,820,5,5,5,5,5,5,0,0
23,821,5,4,5,5,5,5,5,4
24,347,4,4,4,4,5,4,5,3
24,837,5,5,5,5,5,5,0,0
24,838,5,4,4,5,4,5,0,0
24,841,5,5,4,4,2,5,5,2
24,844,5,5,5,5,5,5,5,5
25,2,5,5,5,5,5,5,5,0
25,269,5,4,5,4,5,5,0,0
25,594,3,3,4,2,4,4,0,0
25,662,4,4,5,4,3,4,0,0
26,229,5,5,4,5,5,5,4,4
26,284,4,3,3,4,4,5,0,0
26,701,3,3,3,3,4,3,3,0
26,711,4,3,3,4,4,5,0,0
26,880,5,4,5,0,5,5,0,0
27,2,5,5,5,5,5,5,5,5
27,59,4,4,4,4,5,4,3,4
27,702,4,4,5,4,4,5,0,0
27,907,3,4,3,3,4,3,3,2
28,2,5,5,5,5,5,5,5,5
28,310,2,1,5,1,3,5,5,2
28,470,5,4,5,4,4,5,5,4
28,545,5,5,5,4,5,4,5,0
28,692,4,4,3,4,3,4,4,0
28,829,4,4,5,4,5,5,5,4
29,3,3,3,3,4,4,4,4,1
29,11,4,5,5,5,5,5,5,0
29,347,3,4,4,4,5,4,5,3
29,459,4,3,4,3,5,5,0,0
29,470,3,3,3,3,3,4,0,0
29,515,5,4,5,5,5,5,0,0
29,517,3,3,3,4,3,5,0,0
29,633,4,4,5,5,5,5,5,5
29,743,2,2,1,5,5,4,0,0
29,744,5,3,5,5,5,5,0,0
29,747,1,1,1,2,3,2,1,2
29,751,5,4,5,4,5,5,4,5
29,753,3,3,2,4,5,4,2,3
29,756,5,3,5,5,4,5,5,3
29,757,4,3,3,5,4,5,4,4
29,761,4,4,5,5,5,5,5,0
29,765,5,3,4,5,5,4,5,0
29,767,3,4,5,5,5,5,5,0
29,770,3,4,5,4,4,4,4,0
29,771,5,3,5,5,5,5,5,0
30,779,4,5,5,4,0,5,0,0
30,925,3,4,4,3,5,4,5,4
30,926,5,5,5,5,5,5,5,5
31,2,5,5,4,5,4,5,5,4
31,762,3,2,3,5,4,5,0,0
31,938,2,3,2,2,3,3,4,3
31,940,3,3,2,2,4,3,2,0
32,2,5,5,5,5,5,5,5,5
32,256,5,4,0,5,5,5,4,5
32,838,4,5,5,5,5,5,5,2
32,951,4,4,5,4,5,5,5,5
33,2,5,5,5,5,0,5,0,0
33,424,5,5,5,5,5,5,5,0
33,843,5,5,5,5,0,5,5,5
33,961,5,4,5,5,4,5,0,0
33,962,3,3,4,2,4,3,4,3
33,963,4,4,4,4,0,4,0,0
34,2,5,5,5,5,0,5,0,0
34,384,5,5,5,5,5,5,0,0
34,512,5,4,3,5,4,4,4,4
34,698,4,4,4,4,4,4,3,4
34,829,4,5,3,5,5,5,0,0
34,966,5,4,4,4,5,5,0,0
34,967,5,4,5,5,4,5,0,0
34,969,5,5,5,5,4,5,5,5
34,970,5,4,5,5,4,5,5,5
34,971,5,5,5,5,5,5,5,5
34,972,4,4,4,4,5,4,4,4
34,974,5,5,5,5,4,5,5,5
34,975,5,4,5,4,5,5,5,5
35,2,5,4,5,5,0,5,0,0
35,360,5,4,5,5,5,5,5,4
35,420,5,5,5,5,5,5,5,5
35,424,4,3,4,3,5,4,4,4
35,461,3,3,4,4,4,4,4,3
35,475,4,4,4,3,4,5,4,3
35,833,3,5,5,5,5,5,5,0
35,880,5,5,5,5,5,5,0,0
35,912,4,3,4,4,5,5,3,4
35,981,4,5,4,3,5,5,0,0
36,586,4,4,4,3,4,4,0,0
36,821,4,3,3,4,0,3,0,0
36,872,4,3,5,0,5,4,0,0
36,1003,4,4,4,4,0,5,0,0
37,23,4,1,4,3,3,5,0,0
37,119,5,5,4,5,5,5,0,0
37,612,5,3,4,2,4,5,0,0
37,654,4,5,5,5,4,5,0,0
37,783,3,2,3,2,4,4,0,0
37,974,4,2,3,3,3,5,0,0
37,1014,4,3,3,5,4,5,0,0
37,1017,5,4,3,4,5,5,0,0
37,1019,4,5,3,4,4,4,0,0
37,1020,5,5,5,5,5,5,0,0
37,1021,5,4,4,5,5,5,0,0
37,1023,5,5,5,5,5,5,0,0
37,1024,5,4,5,5,5,5,0,0
37,1025,5,4,4,4,4,5,0,0
38,3,4,4,4,5,5,5,0,0
38,7,4,4,5,0,3,0,5,3
38,28,2,2,5,3,4,5,5,5
38,1037,5,3,4,4,5,4,4,2
39,52,4,4,3,3,4,3,3,3
39,144,4,4,4,5,3,5,4,0
39,146,4,4,5,4,0,4,0,0
39,370,5,5,5,5,4,5,5,5
39,432,5,4,5,4,0,4,0,0
39,580,4,5,4,5,5,4,4,3
39,1057,4,4,3,4,4,4,3,1
40,4,5,5,5,5,5,5,0,0
40,111,5,4,5,5,5,5,0,0
40,650,5,5,5,5,5,5,5,0
40,656,5,4,5,5,5,5,0,0
40,668,4,4,5,5,5,5,4,0
40,733,3,4,4,2,3,4,4,0
41,4,5,5,5,4,5,5,0,0
41,582,4,4,5,3,5,5,5,5
41,652,5,5,5,5,5,5,5,5
41,872,5,5,5,5,5,5,5,0
41,1015,5,5,5,5,5,4,5,4
42,615,5,5,5,4,5,5,5,0
42,647,5,5,5,5,5,5,5,5
42,981,5,5,5,5,5,5,5,5
43,4,3,2,3,2,5,5,5,0
43,641,3,5,4,3,5,3,0,0
43,701,4,2,3,3,4,3,1,1
43,985,5,5,5,5,5,5,5,0
44,4,4,3,5,4,5,5,5,4
44,372,5,5,5,4,5,5,5,0
44,583,5,5,5,5,5,5,5,4
44,1137,5,5,4,4,5,5,5,5
45,4,5,5,5,4,5,5,5,5
45,220,5,5,5,5,5,5,5,0
45,770,5,5,5,5,3,5,4,4
45,1053,5,5,5,5,5,5,5,5
45,1054,5,5,5,5,5,5,5,5
46,5,5,5,5,5,4,5,0,0
46,626,3,3,4,2,3,4,0,0
46,729,3,2,4,4,2,4,0,0
46,1151,4,0,4,4,4,4,0,0
47,3,4,4,4,5,5,5,0,0
47,5,5,5,4,4,5,5,4,5
47,7,4,4,5,0,3,0,5,3
47,16,5,4,4,5,5,5,4,4
47,28,2,2,5,3,4,5,5,5
47,1037,5,3,4,4,5,4,4,2
48,5,4,3,4,4,5,5,4,4
48,298,5,5,5,4,4,5,5,5
48,367,5,5,5,5,5,5,5,5
48,872,5,4,5,5,5,5,5,0
48,984,4,4,4,4,5,5,4,0
48,1049,5,4,4,5,5,5,5,5
48,1079,5,5,5,4,5,5,5,4
48,1167,5,5,5,5,5,5,4,5
49,5,5,5,5,5,5,5,5,5
49,1173,5,5,5,5,5,5,5,5
49,1174,5,5,5,5,5,5,5,5
49,1175,5,5,5,5,5,5,5,5
50,5,5,5,5,5,5,5,5,0
50,217,5,4,4,5,5,5,4,0
50,435,5,5,5,5,5,5,5,0
50,661,4,5,3,3,5,3,3,0
50,733,4,5,5,4,5,5,5,0
50,900,5,5,5,5,5,5,5,0
51,5,5,5,5,5,5,5,5,3
51,546,5,5,5,5,5,5,5,3
51,822,2,2,3,2,5,3,1,2
51,900,5,5,5,5,5,5,5,5
51,1086,4,4,3,4,0,4,0,0
52,134,1,1,1,3,4,2,1,0
52,167,3,4,2,3,5,2,5,1
52,563,3,5,5,5,5,5,0,0
52,584,5,5,5,5,5,5,5,0
52,986,4,4,4,4,5,5,0,0
53,28,4,4,4,4,5,5,0,0
53,775,5,3,4,4,5,5,0,0
53,996,4,3,3,3,4,4,0,0
54,455,2,2,4,2,3,4,4,4
54,1014,4,5,5,5,5,5,5,0
54,1188,5,5,4,5,5,4,5,3
54,1219,3,3,4,2,4,4,4,4
55,6,4,3,1,4,3,4,1,3
55,369,3,4,2,3,4,4,2,3
55,549,4,4,5,4,5,4,5,3
55,607,5,5,5,4,5,4,5,5
55,1226,4,4,3,4,4,3,3,3
56,6,5,5,5,5,5,5,5,5
56,566,5,5,5,5,5,5,5,4
56,1229,3,3,5,3,4,5,5,0
56,1231,3,3,3,3,0,3,0,0
57,38,3,3,0,3,5,3,3,1
57,337,5,5,5,5,5,5,0,0
57,373,4,4,4,4,5,4,0,0
57,375,5,5,5,5,4,5,0,0
57,577,3,2,3,1,1,4,4,4
57,627,5,5,4,5,0,5,0,0
57,701,2,2,2,2,4,2,1,0
57,836,3,3,3,4,3,4,3,1
57,889,5,5,5,5,5,5,5,3
57,912,5,5,5,5,5,5,0,0
57,932,5,5,5,5,5,5,5,0
57,1237,3,1,2,3,4,4,3,1
58,618,5,5,5,5,5,5,0,0
58,1122,5,4,5,3,5,5,5,0
58,1248,5,5,5,5,4,5,5,0
59,308,4,4,4,2,5,3,2,3
59,371,5,5,4,5,5,5,5,5
59,562,5,1,4,5,4,4,3,3
59,595,4,5,5,5,5,5,5,5
59,613,5,5,5,5,4,5,5,3
60,28,3,2,4,3,3,4,5,0
60,226,4,5,5,4,5,5,4,0
60,281,2,4,2,3,4,4,2,2
60,800,4,1,0,3,5,2,2,0
60,872,5,5,5,5,5,5,5,5
60,995,4,3,4,4,5,3,4,0
61,3,4,4,4,5,5,5,0,0
61,5,5,5,4,4,5,5,4,5
61,16,5,4,4,5,5,5,4,4
61,28,2,2,5,3,4,5,5,5
61,1037,5,3,4,4,5,4,4,2
62,346,4,4,3,3,4,3,4,0
62,639,4,4,2,4,5,5,0,0
63,7,5,5,5,5,4,5,5,4
63,135,4,4,3,3,5,5,0,0
63,1292,3,3,2,1,2,2,0,0
63,1295,4,3,4,5,0,5,0,0
64,7,4,4,3,4,4,4,5,3
64,546,4,4,5,5,4,5,5,4
64,670,5,5,3,4,5,4,3,3
64,1298,5,5,5,4,5,5,0,0
64,1300,4,3,5,3,4,4,4,3
65,8,5,5,5,5,5,5,5,3
65,809,3,3,3,3,2,4,0,0
65,931,3,3,4,3,5,5,0,0
65,1024,4,5,4,3,5,5,0,0
66,9,5,4,5,5,5,5,0,0
66,729,3,3,4,4,4,4,4,4
66,1138,3,3,3,2,3,4,3,1
67,2,5,5,4,5,4,5,5,4
67,9,2,2,2,3,5,2,0,0
67,11,5,3,5,4,4,3,4,3
67,762,3,2,3,5,4,5,0,0
67,810,4,3,3,4,4,3,3,4
67,822,3,3,2,5,4,5,3,3
67,940,3,3,2,2,4,3,2,0
67,943,3,3,2,4,4,4,1,3
67,974,5,3,4,4,3,4,4,3
67,1015,4,3,3,5,5,4,1,3
67,1189,2,4,4,4,5,5,5,0
67,1289,5,5,3,4,4,4,4,3
67,1323,4,4,4,4,3,4,4,3
68,1329,5,5,5,4,5,5,0,0
69,9,5,4,5,5,4,5,4,0
69,110,4,4,2,4,0,5,0,0
69,289,4,5,5,4,3,5,4,0
69,680,5,4,5,4,4,5,5,0
69,823,4,4,3,4,5,4,3,0
69,976,3,3,4,1,5,4,4,0
69,1020,5,3,5,5,0,5,0,0
69,1188,5,4,5,5,0,5,0,0
70,154,4,3,5,5,5,5,4,5
70,164,5,4,5,5,5,5,5,5
70,186,4,3,5,3,0,4,0,0
70,1109,1,5,5,5,5,5,5,5
70,1332,5,5,5,4,5,4,5,0
71,170,4,4,5,4,5,5,5,4
71,679,5,5,5,5,5,5,5,5
71,752,5,5,5,5,5,5,0,0
71,952,5,5,5,5,5,5,5,5
71,1334,5,5,5,5,4,5,0,0
72,9,5,4,5,5,5,5,5,5
72,366,5,5,5,5,5,5,0,0
72,373,5,5,5,4,4,5,5,4
72,440,4,4,5,3,5,4,5,0
72,584,5,5,5,4,5,5,0,0
72,762,5,5,5,5,5,5,0,0
72,837,5,5,5,4,5,5,5,5
72,1015,4,5,4,4,5,5,0,0
72,1025,5,5,5,5,5,5,5,4
72,1220,5,5,5,5,4,5,5,5
72,1337,2,4,4,3,5,3,4,3
73,9,5,5,4,5,4,5,4,0
73,326,5,5,4,4,4,4,5,4
73,589,4,4,4,4,5,3,0,0
73,659,5,4,4,3,4,4,0,0
73,744,4,3,5,4,5,5,0,0
74,348,4,3,3,2,5,4,0,0
74,802,3,5,1,2,5,4,0,0
74,822,5,5,0,3,4,4,4,0
74,1032,4,2,3,3,5,4,0,0
74,1259,1,2,0,1,3,4,1,0
74,1334,3,4,1,5,4,4,0,0
74,1338,3,3,3,3,3,4,0,0
74,1340,4,4,4,4,4,4,4,4
74,1342,5,4,5,5,5,5,5,5
74,1343,2,2,4,2,3,4,4,2
74,1344,5,4,4,5,5,5,4,4
74,1345,2,2,3,2,5,5,3,2
75,9,4,5,5,4,4,5,5,0
75,352,4,4,4,4,5,5,4,0
75,440,4,4,4,4,5,5,3,0
75,560,5,5,5,5,5,5,5,0
75,630,4,4,4,3,5,5,5,0
75,995,5,4,4,5,5,5,5,0
75,1116,4,4,4,4,5,4,5,0
76,512,5,4,3,5,4,4,4,4
76,698,4,4,4,4,4,4,3,4
76,736,5,5,5,5,3,5,5,5
76,741,4,4,5,4,5,3,5,3
76,829,4,5,3,5,5,5,0,0
76,968,5,4,5,4,5,4,0,0
76,969,5,5,5,5,4,5,5,5
76,970,5,4,5,5,4,5,5,5
76,972,4,4,4,4,5,4,4,4
76,973,4,4,4,4,5,5,4,4
76,975,5,4,5,4,5,5,5,5
77,9,5,4,5,5,5,5,5,0
77,15,5,4,5,5,5,5,5,0
77,301,5,4,5,5,5,5,5,4
77,310,5,4,5,4,5,5,0,0
77,312,5,5,5,5,0,5,0,0
77,955,5,5,5,5,5,5,0,0
78,9,5,5,5,5,5,5,5,0
78,671,3,2,2,3,5,5,1,4
78,741,5,4,5,4,0,5,0,0
78,1188,4,4,4,4,5,5,5,4
79,518,4,4,4,4,5,5,4,3
79,599,5,3,2,3,3,3,2,3
79,1091,5,1,1,1,1,1,1,1
79,1133,4,4,5,4,4,2,5,3
80,805,4,3,3,4,4,4,4,0
80,1162,2,3,2,3,4,3,2,0
80,1256,3,2,3,3,4,5,0,0
80,1357,5,5,5,5,5,5,5,0
80,1358,2,3,5,5,5,5,5,0
81,9,5,5,5,0,5,5,5,5
81,328,5,5,5,5,5,5,5,5
81,944,5,5,5,5,5,5,0,0
81,1250,4,0,4,5,5,5,4,5
81,1331,5,5,5,5,5,5,5,4
81,1361,5,5,5,5,5,5,5,5
82,635,5,4,4,5,5,5,0,0
82,652,3,3,2,4,4,3,4,5
82,903,5,4,5,5,4,5,0,0
83,549,5,5,5,5,5,4,0,0
83,624,5,5,4,5,4,4,0,0
83,634,5,5,5,5,5,5,0,0
83,1370,3,3,4,3,4,3,0,0
84,10,5,5,5,5,4,4,4,4
84,435,5,5,5,5,5,5,5,4
84,618,5,5,5,5,5,5,5,5
84,775,5,4,5,5,4,5,5,5
84,951,5,5,5,5,5,5,0,0
85,10,5,5,5,5,3,5,5,5
85,637,5,5,5,5,5,5,5,5
85,829,4,4,4,4,5,5,0,0
85,1137,5,4,5,4,5,5,5,5
86,10,3,4,3,2,3,4,0,0
86,747,1,1,2,2,3,1,0,0
86,897,5,4,5,5,5,5,0,0
86,1069,4,4,5,4,5,5,0,0
86,1357,5,4,5,4,5,5,5,4
87,638,5,5,5,5,5,5,5,0
87,654,5,5,4,5,5,5,5,0
87,1409,5,5,5,5,5,5,5,5
88,630,5,5,5,4,5,5,5,4
88,1013,5,5,5,4,4,5,0,0
88,1321,4,3,4,2,4,5,0,0
89,563,5,4,5,4,5,5,0,0
89,910,5,5,5,5,4,5,5,5
89,1005,1,1,3,2,3,4,2,3
89,1027,4,5,5,4,4,5,5,4
90,11,5,4,5,5,5,5,0,0
90,266,2,1,1,2,3,2,0,0
90,602,4,5,4,4,3,5,0,0
90,1091,1,1,1,1,3,2,0,0
90,1427,3,3,2,2,5,2,0,0
90,1428,4,3,5,5,5,5,0,0
91,11,5,5,5,5,5,5,0,0
91,521,5,5,5,5,5,5,5,0
91,959,5,4,5,4,5,5,0,0
91,1431,5,5,5,5,3,5,5,0
92,11,3,2,3,4,5,5,3,0
92,360,5,5,5,4,5,5,5,3
92,836,2,3,4,2,5,2,0,0
92,1235,3,4,3,3,4,5,2,0
92,1432,5,5,5,5,5,5,5,0
93,325,5,5,5,5,5,5,5,5
93,347,3,4,4,4,5,4,5,3
93,424,5,3,5,5,5,5,0,0
93,459,4,3,4,3,5,5,0,0
93,470,3,3,3,3,3,4,0,0
93,517,3,3,3,4,3,5,0,0
93,742,5,3,5,4,5,5,0,0
93,743,2,2,1,5,5,4,0,0
93,744,5,3,5,5,5,5,0,0
93,745,4,2,4,4,4,5,0,0
93,746,4,3,4,5,4,5,0,0
93,747,1,1,1,2,3,2,1,2
93,748,3,2,2,3,5,3,3,4
93,751,5,4,5,4,5,5,4,5
93,753,3,3,2,4,5,4,2,3
93,756,5,3,5,5,4,5,5,3
93,761,4,4,5,5,5,5,5,0
93,762,5,5,5,5,4,5,5,0
93,767,3,4,5,5,5,5,5,0
93,771,5,3,5,5,5,5,5,0
94,712,5,3,4,5,5,5,1,5
94,1208,3,4,4,3,0,4,0,0
94,1357,3,3,3,2,5,3,4,3
94,1435,2,1,1,1,4,1,5,3
95,11,5,5,5,5,5,5,5,5
95,1164,2,1,2,2,3,4,0,0
95,1189,5,5,5,5,5,5,5,5
95,1321,3,2,2,2,5,4,0,0
95,1404,2,2,2,1,5,3,2,0
95,1440,5,5,5,5,5,5,0,0
96,11,5,5,5,4,5,5,5,0
96,113,5,5,5,5,5,5,5,0
96,814,4,4,4,4,0,5,0,0
96,872,5,4,5,5,5,5,5,0
96,1125,4,4,4,5,0,5,0,0
96,1276,4,5,4,4,5,5,5,0
97,11,5,4,5,5,5,5,4,3
97,233,5,5,5,5,5,5,5,5
97,599,3,5,3,3,3,3,3,4
97,618,5,5,5,4,4,5,5,5
98,11,5,5,5,5,5,5,5,1
98,584,5,5,5,5,5,5,5,0
98,806,4,2,2,5,5,5,0,0
98,1442,4,4,5,4,5,4,5,0
99,11,4,5,5,4,5,5,5,4
99,544,5,4,5,5,5,5,5,0
99,678,4,2,2,4,5,4,1,2
100,111,5,4,4,5,0,4,0,0
100,177,3,3,3,3,4,4,3,3
100,1444,4,3,4,5,5,5,4,4
101,11,5,4,4,4,5,4,4,4
101,28,3,3,3,2,4,3,3,3
101,878,5,3,5,5,5,5,0,0
101,1363,3,2,3,2,5,2,0,0
102,11,5,5,5,5,5,5,5,2
102,210,5,5,5,5,5,5,5,5
102,497,4,4,4,4,0,4,0,0
102,737,5,5,5,5,4,5,5,5
103,11,5,5,5,0,5,5,5,4
103,290,3,0,4,2,5,5,4,2
103,294,4,4,4,4,0,4,0,0
103,554,4,3,2,3,0,3,0,0
103,846,5,5,5,5,0,5,0,0
104,122,5,5,5,5,5,5,0,0
104,312,5,5,5,4,5,5,0,0
104,486,5,5,5,5,3,5,5,4
104,487,4,4,4,5,4,5,0,0
104,544,4,4,5,3,5,5,0,0
104,707,3,3,3,3,3,4,4,0
104,1312,3,3,2,3,3,3,2,0
104,1361,3,3,5,4,5,5,5,0
105,11,4,5,5,4,5,5,5,4
105,18,3,3,3,3,0,4,0,0
105,138,4,4,3,4,3,4,4,0
105,515,4,4,4,5,5,5,2,5
105,592,5,4,5,5,5,5,4,5
105,639,2,3,2,2,0,4,0,0
105,771,4,3,2,2,3,3,3,1
105,841,5,5,5,5,0,5,0,0
105,843,4,3,4,4,3,4,4,3
105,880,5,5,5,5,5,5,5,0
105,1274,2,2,3,1,4,3,3,0
105,1331,5,4,5,4,2,5,4,0
105,1450,4,3,3,3,2,4,4,1
106,219,3,3,2,1,5,2,1,3
106,255,2,2,3,2,0,3,0,0
106,256,1,2,3,2,4,1,3,0
106,267,5,5,5,5,5,5,5,4
106,270,5,5,5,5,5,5,5,0
106,363,3,4,2,2,2,5,3,0
106,1185,5,5,5,5,5,5,5,5
106,1339,4,4,3,4,2,4,4,0
106,1343,5,5,5,5,0,5,0,0
106,1360,1,1,4,1,2,1,1,0
107,119,5,5,4,5,5,5,0,0
107,260,4,5,5,5,4,5,0,0
107,334,5,4,5,3,5,4,0,0
107,513,5,4,4,5,4,5,0,0
107,612,5,3,4,2,4,5,0,0
107,654,4,5,5,5,4,5,0,0
107,834,5,4,5,4,4,5,0,0
107,974,4,2,3,3,3,5,0,0
107,1014,4,3,3,5,4,5,0,0
107,1015,5,5,5,5,5,5,0,0
107,1017,5,4,3,4,5,5,0,0
107,1019,4,5,3,4,4,4,0,0
107,1021,5,4,4,5,5,5,0,0
107,1025,5,4,4,4,4,5,0,0
107,1189,4,5,3,3,5,4,0,0
107,1404,3,2,3,2,4,4,0,0
107,1457,5,5,5,4,5,5,0,0
108,11,5,4,5,5,5,5,0,0
108,366,4,3,5,5,5,5,0,0
108,1241,3,3,1,1,2,2,0,0
109,12,5,3,5,5,5,5,0,0
109,633,5,4,5,5,5,5,0,0
109,763,5,4,5,5,5,5,5,5
109,1151,4,5,4,4,5,4,0,0
110,15,2,1,4,1,5,3,4,1
110,64,4,5,4,4,4,4,4,3
110,1071,3,4,3,4,3,5,0,0
111,12,4,4,4,3,5,4,0,0
111,255,4,4,4,3,5,3,0,0
111,348,3,3,4,3,5,4,0,0
111,501,3,3,3,3,3,3,0,0
111,743,2,2,2,2,4,2,0,0
111,822,3,3,4,3,5,4,0,0
111,986,3,3,3,3,4,4,0,0
111,995,1,1,2,1,4,2,2,3
111,1197,5,5,4,5,5,5,0,0
111,1259,3,3,3,3,4,3,0,0
111,1307,4,4,4,5,3,5,0,0
111,1312,2,2,1,2,5,2,0,0
111,1314,4,4,4,5,3,5,3,5
111,1379,2,2,4,3,1,2,0,0
112,12,5,5,5,5,5,5,0,0
112,244,5,5,5,5,5,5,0,0
112,253,4,5,5,3,5,5,0,0
112,885,5,5,5,5,3,5,0,0
112,1237,5,5,5,5,5,5,0,0
112,1441,5,5,5,5,5,5,0,0
112,1466,4,3,5,3,5,5,0,0
113,12,5,4,5,5,5,5,5,4
113,279,2,3,3,3,5,3,3,3
113,471,4,4,3,4,4,4,4,3
113,544,4,5,4,4,5,4,5,4
113,1276,3,3,3,3,5,4,3,0
114,12,5,5,5,5,5,5,0,0
114,545,5,5,5,5,5,5,0,0
114,663,5,3,4,4,5,4,0,0
114,1469,5,5,5,5,4,5,0,0
115,12,5,5,5,5,5,5,0,0
115,1028,5,5,5,5,5,5,0,0
116,12,5,5,5,5,5,5,5,5
116,270,5,5,5,5,5,5,5,5
116,537,4,5,4,3,5,4,4,5
116,1160,4,0,4,4,5,4,4,3
116,1210,5,5,5,5,5,5,5,5
116,1433,5,5,5,4,5,5,5,4
116,1473,3,4,2,2,4,3,4,3
117,348,4,2,3,1,5,2,4,0
117,627,2,2,5,2,3,2,5,0
117,1334,4,5,4,4,5,5,4,0
117,1347,4,3,0,5,4,5,5,0
118,12,4,3,3,4,5,5,3,0
118,172,5,4,5,5,5,5,5,3
118,1474,5,3,4,4,5,5,4,3
118,1476,5,4,5,5,5,5,4,0
119,12,2,1,0,1,4,1,1,0
119,172,1,4,4,4,5,3,4,2
119,195,3,3,3,3,5,4,2,3
119,289,5,5,4,5,3,5,4,0
119,680,2,1,0,4,5,5,3,3
